"Helység.megnevezése";"IRSZ";"Településrész";"Helység.KSH kódja";"Helység.jogállása";"Megye megnevezése";"Járáskódja";"Járásneve";"Járásszékhelye";"Polgármesteri hivatal, közös önkormányzati hivatal.kódja";"Polgármesteri hivatal, közös önkormányzati hivatal.székhelye";"Terület  (hektár)";"Lakó-népesség";"Lakások száma";"Becsült terület-adatokkal";"Nemzetiségi önkormányzat.bolgár";"Nemzetiségi önkormányzat.görög";"Nemzetiségi önkormányzat.horvát";"Nemzetiségi önkormányzat.lengyel";"Nemzetiségi önkormányzat.német";"Nemzetiségi önkormányzat.örmény";"Nemzetiségi önkormányzat.roma";"Nemzetiségi önkormányzat.román";"Nemzetiségi önkormányzat.ruszin";"Nemzetiségi önkormányzat.szerb";"Nemzetiségi önkormányzat.szlovák";"Nemzetiségi önkormányzat.szlovén";"Nemzetiségi önkormányzat.ukrán"
"Tiszaug";6064;NA;"14094";"község";"Bács-Kiskun";"044 0";"Tiszakécskei";"Tiszakécske";"5";"Szentkirály";2504;965;418;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tiszaújváros";3580;NA;"28352";"város";"Borsod-Abaúj-Zemplén";"068 1";"Tiszaújvárosi";"Tiszaújváros";"1";"–";4604;15156;7349;NA;NA;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA
"Tiszavalk";3464;NA;"10977";"község";"Borsod-Abaúj-Zemplén";"060 0";"Mezõkövesdi";"Mezõkövesd";"6";"Mezõkövesd";1154;294;177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tiszavárkony";5092;NA;"31866";"község";"Jász-Nagykun-Szolnok";"167 0";"Szolnoki";"Szolnok";"5";"Rákóczifalva";3562;1514;729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tiszavárkony";5095;"Tiszavárkonyi Szõlõk";"31866";"község";"Jász-Nagykun-Szolnok";"167 0";"Szolnoki";"Szolnok";"5";"Rákóczifalva";3562;1514;729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tiszavasvári";4440;NA;"07597";"város";"Szabolcs-Szatmár-Bereg";"158 1";"Tiszavasvári";"Tiszavasvári";"1";"–";12854;12376;4572;NA;NA;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA
"Tiszavid";4832;NA;"33747";"község";"Szabolcs-Szatmár-Bereg";"159 0";"Vásárosnaményi";"Vásárosnamény";"6";"Csaroda";1075;559;189;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Tisztaberek";4969;NA;"27261";"község";"Szabolcs-Szatmár-Bereg";"150 0";"Fehérgyarmati";"Fehérgyarmat";"6";"Rozsály";1823;718;231;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Tivadar";4921;NA;"20260";"község";"Szabolcs-Szatmár-Bereg";"150 0";"Fehérgyarmati";"Fehérgyarmat";"6";"Kisar";480;179;92;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tóalmás";2252;NA;"21467";"község";"Pest";"131 0";"Nagykátai";"Nagykáta";"2";"Helyben – Locally";3940;3445;1398;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Tófalu";3354;NA;"09964";"község";"Heves";"105 0";"Füzesabonyi";"Füzesabony";"5";"Kápolna";1448;553;275;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Tófej";8946;NA;"05342";"község";"Zala";"197 0";"Zalaegerszegi";"Zalaegerszeg";"6";"Bak";1532;658;289;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tófû";7348;NA;"04048";"község";"Baranya";"026 0";"Komlói";"Komló";"6";"Egyházaskozár";434;108;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tokaj";3910;NA;"18306";"város";"Borsod-Abaúj-Zemplén";"069 1";"Tokaji";"Tokaj";"2";"Helyben – Locally";2820;3966;1683;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Tokod";2531;NA;"14155";"nagyközség";"Komárom-Esztergom";"110 0";"Esztergomi";"Esztergom";"1";"–";1491;3947;1623;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Tokodaltáró";2532;NA;"34023";"község";"Komárom-Esztergom";"110 0";"Esztergomi";"Esztergom";"1";"–";527;2830;1065;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Tokorcs";9561;NA;"09229";"község";"Vas";"176 0";"Celldömölki";"Celldömölk";"6";"Nagysimonyi";640;370;169;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tolcsva";3934;NA;"28051";"község";"Borsod-Abaúj-Zemplén";"064 0";"Sárospataki";"Sárospatak";"2";"Helyben – Locally";1648;1715;783;NA;NA;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA
"Told";4117;NA;"25876";"község";"Hajdú-Bihar";"094 0";"Berettyóújfalui";"Berettyóújfalu";"6";"Biharkeresztes";1491;291;130;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Tolmács";2657;NA;"06381";"község";"Nógrád";"119 0";"Rétsági";"Rétság";"5";"Borsosberény";1221;773;340;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tolna";7130;NA;"25274";"város";"Tolna";"175 1";"Tolnai";"Tolna";"1";"–";7107;11053;4528;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;NA
"Tolna";7131;"Mözs";"25274";"város";"Tolna";"175 1";"Tolnai";"Tolna";"1";"–";7107;11053;4528;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;NA
"Tolnanémedi";7083;NA;"11031";"község";"Tolna";"174 0";"Tamási";"Tamási";"2";"Helyben – Locally";2195;1026;524;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Tomajmonostora";5324;NA;"09557";"község";"Jász-Nagykun-Szolnok";"164 0";"Kunhegyesi";"Kunhegyes";"6";"Abádszalók";1376;679;348;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tomor";3787;NA;"14890";"község";"Borsod-Abaúj-Zemplén";"055 0";"Edelényi";"Edelény";"6";"Borsodszirák";1289;233;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tompa";6422;NA;"28486";"város";"Bács-Kiskun";"041 0";"Kiskunhalasi";"Kiskunhalas";"1";"–";8157;4286;1946;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Tompaládony";9662;NA;"12335";"község";"Vas";"179 0";"Sárvári";"Sárvár";"5";"Bõ";944;291;157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tordas";2463;NA;"21005";"község";"Fejér";"081 0";"Martonvásári";"Martonvásár";"1";"–";1676;2138;697;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tormafölde";8876;NA;"04969";"község";"Zala";"194 0";"Lenti";"Lenti";"6";"Lovászi";1886;316;192;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tormás";7383;NA;"22424";"község";"Baranya";"025 0";"Hegyháti";"Sásd";"6";"Mindszentgodisa";2470;250;124;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;NA
"Tormásliget";9736;NA;"34087";"község";"Vas";"178 0";"Kõszegi";"Kõszeg";"6";"Csepreg";753;290;133;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tornabarakony";3765;NA;"16902";"község";"Borsod-Abaúj-Zemplén";"055 0";"Edelényi";"Edelény";"6";"Perkupa";819;10;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tornakápolna";3761;NA;"10375";"község";"Borsod-Abaúj-Zemplén";"055 0";"Edelényi";"Edelény";"6";"Bódvaszilas";402;16;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tornanádaska";3767;NA;"18801";"község";"Borsod-Abaúj-Zemplén";"055 0";"Edelényi";"Edelény";"6";"Bódvaszilas";783;752;131;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Tornaszentandrás";3765;NA;"27836";"község";"Borsod-Abaúj-Zemplén";"055 0";"Edelényi";"Edelény";"6";"Bódvaszilas";1565;148;127;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tornaszentjakab";3769;NA;"30517";"község";"Borsod-Abaúj-Zemplén";"055 0";"Edelényi";"Edelény";"6";"Bódvaszilas";2822;210;125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tornyiszentmiklós";8877;NA;"32638";"község";"Zala";"194 0";"Lenti";"Lenti";"6";"Lovászi";1856;520;295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tornyosnémeti";3877;NA;"29054";"község";"Borsod-Abaúj-Zemplén";"057 0";"Gönci";"Gönc";"5";"Hidasnémeti";1406;474;253;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Tornyospálca";4642;NA;"16957";"község";"Szabolcs-Szatmár-Bereg";"153 0";"Kisvárdai";"Kisvárda";"2";"Helyben – Locally";4361;2668;953;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Torony";9791;NA;"29878";"község";"Vas";"181 0";"Szombathelyi";"Szombathely";"2";"Helyben – Locally";1283;1999;708;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Torvaj";8660;NA;"10153";"község";"Somogy";"147 0";"Tabi";"Tab";"6";"Tab";1142;220;144;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tószeg";5091;NA;"07490";"község";"Jász-Nagykun-Szolnok";"167 0";"Szolnoki";"Szolnok";"1";"–";5917;4335;1793;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tótkomlós";5940;NA;"16434";"város";"Békés";"050 0";"Orosházi";"Orosháza";"1";"–";12505;5615;2899;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;"1";NA;NA
"Tótszentgyörgy";7981;NA;"26994";"község";"Baranya";"033 0";"Szigetvári";"Szigetvár";"5";"Nagydobsza";750;126;68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tótszentmárton";8865;NA;"16382";"község";"Zala";"195 0";"Letenyei";"Letenye";"6";"Tótszerdahely";1017;735;323;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tótszerdahely";8864;NA;"25113";"község";"Zala";"195 0";"Letenyei";"Letenye";"2";"Helyben – Locally";1229;1023;429;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tótújfalu";7918;NA;"16407";"község";"Somogy";"140 0";"Barcsi";"Barcs";"6";"Darány";1327;213;141;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tótvázsony";8246;NA;"02714";"község";"Veszprém";"191 0";"Veszprémi";"Veszprém";"2";"Helyben – Locally";4251;1309;469;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA
"Tök";2073;NA;"24527";"község";"Pest";"123 0";"Budakeszi";"Budakeszi";"5";"Budajenõ";2473;1326;501;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Tököl";2316;NA;"29823";"város";"Pest";"136 0";"Szigetszentmiklósi";"Szigetszentmiklós";"1";"–";3849;10235;4071;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;"1";NA;NA;NA
"Töltéstava";9086;NA;"16674";"község";"Gyõr-Moson-Sopron";"087 0";"Gyõri";"Gyõr";"2";"Helyben – Locally";2317;2564;701;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tömörd";9738;NA;"05166";"község";"Vas";"178 0";"Kõszegi";"Kõszeg";"6";"Csepreg";1536;286;116;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tömörkény";6646;NA;"25900";"község";"Csongrád";"070 0";"Csongrádi";"Csongrád";"2";"Helyben – Locally";5391;1660;947;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Törökbálint";2045;NA;"06859";"város";"Pest";"127 0";"Érdi";"Érd";"1";"–";2940;14045;4848;NA;NA;NA;NA;NA;"1";NA;"1";"1";NA;NA;NA;NA;NA
"Törökkoppány";7285;NA;"20093";"község";"Somogy";"147 0";"Tabi";"Tab";"2";"Helyben – Locally";2580;468;229;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Törökszentmiklós";5200;NA;"27313";"város";"Jász-Nagykun-Szolnok";"169 1";"Törökszentmiklósi";"Törökszentmiklós";"1";"–";18516;19827;9006;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Törökszentmiklós";5212;"Surjány";"27313";"város";"Jász-Nagykun-Szolnok";"169 1";"Törökszentmiklósi";"Törökszentmiklós";"1";"–";18516;19827;9006;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Törtel";2747;NA;"22008";"község";"Pest";"124 0";"Ceglédi";"Cegléd";"1";"–";8416;4243;1886;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Töttös";7755;NA;"04136";"község";"Baranya";"024 0";"Bólyi";"Bóly";"6";"Bóly";2299;532;258;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA
"Trizs";3724;NA;"04914";"község";"Borsod-Abaúj-Zemplén";"063 0";"Putnoki";"Putnok";"6";"Ragály";1025;188;110;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tunyogmatolcs";4731;NA;"13213";"község";"Szabolcs-Szatmár-Bereg";"150 0";"Fehérgyarmati";"Fehérgyarmat";"1";"–";2628;2377;940;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Tura";2194;NA;"09593";"város";"Pest";"122 0";"Aszódi";"Aszód";"1";"–";5592;7735;2975;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Túristvándi";4944;NA;"13602";"község";"Szabolcs-Szatmár-Bereg";"150 0";"Fehérgyarmati";"Fehérgyarmat";"2";"Helyben – Locally";1522;775;253;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Túrkeve";5420;NA;"28228";"város";"Jász-Nagykun-Szolnok";"166 0";"Mezõtúri";"Mezõtúr";"1";"–";23652;8230;3988;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Túrony";7811;NA;"18582";"község";"Baranya";"031 0";"Siklósi";"Siklós";"6";"Nagyharsány";940;242;101;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Túrricse";4968;NA;"08998";"község";"Szabolcs-Szatmár-Bereg";"150 0";"Fehérgyarmati";"Fehérgyarmat";"5";"Csaholc";1299;645;224;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Tuzsér";4623;NA;"09919";"nagyközség";"Szabolcs-Szatmár-Bereg";"160 0";"Záhonyi";"Záhony";"2";"Helyben – Locally";1552;3408;1024;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Türje";8796;NA;"12609";"község";"Zala";"198 0";"Zalaszentgróti";"Zalaszentgrót";"2";"Helyben – Locally";3823;1542;685;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Tüskevár";8477;NA;"04631";"község";"Veszprém";"186 0";"Devecseri";"Devecser";"2";"Helyben – Locally";1701;555;269;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Tyukod";4762;NA;"31398";"nagyközség";"Szabolcs-Szatmár-Bereg";"149 0";"Csengeri";"Csenger";"2";"Helyben – Locally";6218;1986;919;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Udvar";7718;NA;"04437";"község";"Baranya";"027 0";"Mohácsi";"Mohács";"6";"Lánycsók";440;103;67;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA
"Udvari";7066;NA;"21360";"község";"Tolna";"174 0";"Tamási";"Tamási";"6";"Gyönk";1944;319;148;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ugod";8564;NA;"24767";"község";"Veszprém";"187 0";"Pápai";"Pápa";"2";"Helyben – Locally";6279;1340;582;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA
"Újbarok";2066;NA;"17482";"község";"Fejér";"077 0";"Bicskei";"Bicske";"6";"Szár";149;444;182;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA
"Újcsanálos";3716;NA;"12487";"község";"Borsod-Abaúj-Zemplén";"061 0";"Miskolci";"Miskolc";"5";"Hernádnémeti";1220;827;332;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Újdombrád";4491;NA;"33659";"község";"Szabolcs-Szatmár-Bereg";"153 0";"Kisvárdai";"Kisvárda";"6";"Dombrád";1078;736;217;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Újfehértó";4244;NA;"26611";"város";"Szabolcs-Szatmár-Bereg";"157 0";"Nyíregyházi";"Nyíregyháza";"1";"–";14088;12292;4828;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Újhartyán";2367;NA;"06293";"város";"Pest";"125 0";"Dabasi";"Dabas";"1";"–";2243;2717;1095;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA
"Újiráz";4146;NA;"23393";"község";"Hajdú-Bihar";"094 0";"Berettyóújfalui";"Berettyóújfalu";"6";"Komádi";1547;472;273;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Újireg";7095;NA;"20561";"község";"Tolna";"174 0";"Tamási";"Tamási";"6";"Nagykónyi";1090;273;137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Újkenéz";4635;NA;"10117";"község";"Szabolcs-Szatmár-Bereg";"153 0";"Kisvárdai";"Kisvárda";"6";"Mezõladány";969;952;373;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Újkér";9472;NA;"19673";"község";"Gyõr-Moson-Sopron";"091 0";"Soproni";"Sopron";"5";"Iván";3238;1010;444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Újkígyós";5661;NA;"02352";"város";"Békés";"046 0";"Békéscsabai";"Békéscsaba";"2";"Helyben – Locally";5492;4897;2224;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Újlengyel";2724;NA;"19682";"község";"Pest";"125 0";"Dabasi";"Dabas";"2";"Helyben – Locally";2625;1688;712;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Újléta";4288;NA;"20419";"község";"Hajdú-Bihar";"101 0";"Nyíradonyi";"Nyíradony";"5";"Álmosd";3042;1119;428;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Újlõrincfalva";3387;NA;"27623";"község";"Heves";"105 0";"Füzesabonyi";"Füzesabony";"6";"Poroszló";4808;172;124;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Újpetre";7766;NA;"06062";"község";"Baranya";"031 0";"Siklósi";"Siklós";"2";"Helyben – Locally";1671;935;383;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;NA
"Újrónafõ";9244;NA;"31839";"község";"Gyõr-Moson-Sopron";"089 0";"Mosonmagyaróvári";"Mosonmagyaróvár";"6";"Jánossomorja";4863;873;323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Újsolt";6321;NA;"08785";"község";"Bács-Kiskun";"037 0";"Kalocsai";"Kalocsa";"6";"Solt";3298;167;115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Újszalonta";5727;NA;"24350";"község";"Békés";"051 0";"Sarkadi";"Sarkad";"5";"Méhkerék";2083;99;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Újszász";5052;NA;"15291";"város";"Jász-Nagykun-Szolnok";"167 0";"Szolnoki";"Szolnok";"1";"–";5820;5913;2533;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Újszentiván";6754;NA;"14924";"község";"Csongrád";"075 0";"Szegedi";"Szeged";"1";"–";1549;2028;637;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA
"Újszentmargita";4065;NA;"32568";"község";"Hajdú-Bihar";"093 0";"Balmazújvárosi";"Balmazújváros";"6";"Balmazújváros";9622;1368;642;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Újszilvás";2768;NA;"17808";"község";"Pest";"124 0";"Ceglédi";"Cegléd";"1";"–";3898;2530;1194;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Újtelek";6337;NA;"33604";"község";"Bács-Kiskun";"037 0";"Kalocsai";"Kalocsa";"5";"Szakmár";956;345;253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Újtikos";4096;NA;"11925";"község";"Hajdú-Bihar";"099 0";"Hajdúnánási";"Hajdúnánás";"5";"Hajdúnánás";3529;806;382;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Újudvar";8778;NA;"32197";"község";"Zala";"196 0";"Nagykanizsai";"Nagykanizsa";"2";"Helyben – Locally";1631;930;371;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Újvárfalva";7436;NA;"07205";"község";"Somogy";"143 0";"Kaposvári";"Kaposvár";"5";"Somogysárd";1222;259;133;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Ukk";8347;NA;"23010";"község";"Veszprém";"188 0";"Sümegi";"Sümeg";"6";"Gógánfa";1387;320;171;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Und";9464;NA;"20792";"község";"Gyõr-Moson-Sopron";"091 0";"Soproni";"Sopron";"5";"Sopronhorpács";679;319;152;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Úny";2528;NA;"27632";"község";"Komárom-Esztergom";"110 0";"Esztergomi";"Esztergom";"6";"Dág";1158;654;312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Uppony";3622;NA;"18351";"község";"Borsod-Abaúj-Zemplén";"062 0";"Ózdi";"Ózd";"5";"Borsodbóta";1281;228;200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ura";4763;NA;"28981";"község";"Szabolcs-Szatmár-Bereg";"149 0";"Csengeri";"Csenger";"6";"Tyukod";3234;602;261;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Uraiújfalu";9651;NA;"21537";"község";"Vas";"179 0";"Sárvári";"Sárvár";"2";"Helyben – Locally";1908;844;388;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Úrhida";8142;NA;"17622";"község";"Fejér";"085 0";"Székesfehérvári";"Székesfehérvár";"2";"Helyben – Locally";725;2524;888;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Úri";2244;NA;"28644";"község";"Pest";"131 0";"Nagykátai";"Nagykáta";"1";"–";2219;2591;980;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Úrkút";8409;NA;"20853";"község";"Veszprém";"183 0";"Ajkai";"Ajka";"1";"–";2013;1950;763;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA
"Uszka";4952;NA;"31820";"község";"Szabolcs-Szatmár-Bereg";"150 0";"Fehérgyarmati";"Fehérgyarmat";"6";"Tiszabecs";735;557;109;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Uszód";6332;NA;"16294";"község";"Bács-Kiskun";"037 0";"Kalocsai";"Kalocsa";"6";"Géderlak";2446;909;469;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Uzsa";8321;NA;"34218";"község";"Veszprém";"189 0";"Tapolcai";"Tapolca";"6";"Lesenceistvánd";1150;309;158;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Üllés";6794;NA;"21412";"nagyközség";"Csongrád";"074 0";"Mórahalmi";"Mórahalom";"1";"–";4993;2954;1478;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Üllõ";2225;NA;"12894";"város";"Pest";"139 0";"Vecsési";"Vecsés";"1";"–";4810;12185;4524;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA
"Üröm";2096;NA;"11934";"község";"Pest";"133 0";"Pilisvörösvári";"Pilisvörösvár";"1";"–";666;7689;2853;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA
"Vác";2600;NA;"24934";"város";"Pest";"138 1";"Váci";"Vác";"1";"–";6160;32828;14909;NA;NA;"1";NA;NA;NA;NA;"1";NA;"1";NA;"1";NA;"1"
"Vácduka";2167;NA;"05917";"község";"Pest";"138 0";"Váci";"Vác";"2";"Helyben – Locally";840;1646;514;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Vácegres";2184;NA;"30331";"község";"Pest";"122 0";"Aszódi";"Aszód";"5";"Galgamácsa";1367;877;315;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA
"Váchartyán";2164;NA;"19886";"község";"Pest";"138 0";"Váci";"Vác";"6";"Rád";1211;1779;662;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Váckisújfalu";2185;NA;"05698";"község";"Pest";"138 0";"Váci";"Vác";"6";"Püspökhatvan";1070;441;170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Vácrátót";2163;NA;"17668";"község";"Pest";"138 0";"Váci";"Vác";"5";"Szõdliget";1809;1963;685;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Vácszentlászló";2115;NA;"09104";"község";"Pest";"128 0";"Gödöllõi";"Gödöllõ";"1";"–";2987;2077;764;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Vadna";3636;NA;"07223";"község";"Borsod-Abaúj-Zemplén";"058 0";"Kazincbarcikai";"Kazincbarcika";"5";"Szuhakálló";781;666;234;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
